STATE/UT,Year,TYPE,0-3 hrs. (Night),3-6 hrs. (Night),6-9 hrs (Day),9-12 hrs (Day),12-15 hrs (Day),15-18 hrs (Day),18-21 hrs (Night),21-24 hrs (Night),Total
Odisha,2010,Other Railway Accidents,2,2,12,8,1,7,3,1,36
Odisha,2011,Road Accidents,756,1015,1043,1442,1179,1516,1390,1057,9398
Odisha,2011,Rail-Road Accidents,26,24,22,18,26,28,29,45,218
Odisha,2011,Other Railway Accidents,14,12,16,19,18,12,19,90,200
Odisha,2012,Road Accidents,978,1289,950,1189,1096,1261,1509,1013,9285
Odisha,2012,Rail-Road Accidents,47,50,50,33,74,55,49,46,404
Odisha,2012,Other Railway Accidents,1,7,12,3,2,7,5,5,42
Punjab,2001,Road Accidents,167,185,219,271,233,252,285,196,1808
Punjab,2001,Rail-Road Accidents,0,4,7,4,6,3,4,2,30
Punjab,2001,Other Railway Accidents,18,96,82,125,68,73,86,24,572
Punjab,2002,Road Accidents,163,170,185,197,191,196,205,201,1508
Punjab,2002,Rail-Road Accidents,0,2,4,0,2,3,4,2,17
Punjab,2002,Other Railway Accidents,30,45,51,49,44,46,62,44,371
Punjab,2003,Road Accidents,140,199,207,221,167,202,247,220,1603
Punjab,2003,Rail-Road Accidents,2,1,1,1,2,3,2,0,12
Punjab,2003,Other Railway Accidents,53,62,143,112,88,95,77,71,701
Punjab,2004,Road Accidents,189,248,250,270,222,273,333,251,2036
Punjab,2004,Rail-Road Accidents,0,2,1,4,2,3,2,2,16
Punjab,2004,Other Railway Accidents,48,49,160,134,83,70,75,63,682
Punjab,2005,Road Accidents,200,262,264,285,235,289,352,265,2152
Punjab,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Punjab,2005,Other Railway Accidents,2,1,5,4,2,2,2,2,20
Punjab,2006,Road Accidents,209,164,278,360,264,325,404,247,2251
Punjab,2006,Rail-Road Accidents,0,0,3,2,2,1,3,3,14
Punjab,2006,Other Railway Accidents,45,69,161,132,89,91,114,79,780
Punjab,2007,Road Accidents,192,217,329,361,291,324,408,269,2391
Punjab,2007,Rail-Road Accidents,0,0,2,3,4,3,6,3,21
Punjab,2007,Other Railway Accidents,30,45,122,189,81,98,80,41,686
Punjab,2008,Road Accidents,181,267,344,337,256,322,436,251,2394
Punjab,2008,Rail-Road Accidents,1,2,1,1,2,2,3,3,15
Punjab,2008,Other Railway Accidents,38,109,150,165,107,103,108,80,860
Punjab,2009,Road Accidents,197,282,394,369,298,385,489,270,2684
Punjab,2009,Rail-Road Accidents,0,0,1,6,4,2,2,1,16
Punjab,2009,Other Railway Accidents,67,61,141,149,107,90,129,88,832
Punjab,2010,Road Accidents,205,280,347,380,255,327,418,227,2439
Punjab,2010,Rail-Road Accidents,2,2,1,3,2,1,3,0,14
Punjab,2010,Other Railway Accidents,116,88,168,132,116,114,113,102,949
Punjab,2011,Road Accidents,379,582,896,979,861,922,1266,611,6496
Punjab,2011,Rail-Road Accidents,0,0,4,3,5,4,1,0,17
Punjab,2011,Other Railway Accidents,36,59,204,171,130,122,128,84,934
Punjab,2012,Road Accidents,349,537,824,887,866,1089,1091,685,6328
Punjab,2012,Rail-Road Accidents,0,3,4,0,2,1,3,0,13
Punjab,2012,Other Railway Accidents,36,62,189,172,133,136,128,84,940
Rajasthan,2001,Road Accidents,1390,2344,2880,2895,3024,3170,2690,1606,19999
Rajasthan,2001,Rail-Road Accidents,0,6,7,3,3,3,6,1,29
Rajasthan,2001,Other Railway Accidents,38,52,70,44,41,63,93,48,449
Rajasthan,2002,Road Accidents,1419,1996,2657,3190,2906,3372,3087,1944,20571
Rajasthan,2002,Rail-Road Accidents,1,3,2,3,3,1,2,2,17
Rajasthan,2002,Other Railway Accidents,16,29,39,33,31,42,24,18,232
Rajasthan,2003,Road Accidents,1359,1768,3264,3709,3236,3615,3013,1969,21933
Rajasthan,2003,Rail-Road Accidents,1,2,0,0,0,0,0,0,3
Rajasthan,2003,Other Railway Accidents,26,58,34,33,31,24,37,21,264
Rajasthan,2004,Road Accidents,1263,1841,3134,3808,3282,3999,3818,2098,23243
Rajasthan,2004,Rail-Road Accidents,4,4,3,0,0,2,0,0,13
Rajasthan,2004,Other Railway Accidents,38,43,32,30,27,40,32,36,278
Rajasthan,2005,Road Accidents,1271,1895,3243,3645,3559,3792,3721,1989,23115
Rajasthan,2005,Rail-Road Accidents,0,12,24,11,9,8,0,0,64
Rajasthan,2005,Other Railway Accidents,28,36,33,55,34,29,43,21,279
Rajasthan,2006,Road Accidents,1171,1634,2874,3814,3795,4159,3948,1953,23348
Rajasthan,2006,Rail-Road Accidents,0,7,0,4,2,10,6,1,30
Rajasthan,2006,Other Railway Accidents,24,40,47,48,20,26,31,21,257
Rajasthan,2007,Road Accidents,1359,1735,3078,4064,3672,3658,3698,2621,23885
Rajasthan,2007,Rail-Road Accidents,1,4,11,13,11,10,4,0,54
Rajasthan,2007,Other Railway Accidents,14,28,36,51,32,37,50,25,273
Rajasthan,2008,Road Accidents,1399,1654,3048,3670,3630,3875,3775,2653,23704
Rajasthan,2008,Rail-Road Accidents,0,4,2,0,3,1,3,3,16
Rajasthan,2008,Other Railway Accidents,18,30,57,45,49,47,46,32,324
Rajasthan,2009,Road Accidents,1426,1825,2933,3666,3908,4291,4389,2676,25114
Rajasthan,2009,Rail-Road Accidents,3,1,0,1,6,3,1,5,20
Rajasthan,2009,Other Railway Accidents,31,47,53,52,66,52,35,32,368
Rajasthan,2010,Road Accidents,1558,1869,2862,3391,3793,4335,4133,2361,24302
Rajasthan,2010,Rail-Road Accidents,0,4,3,3,9,2,0,0,21
Rajasthan,2010,Other Railway Accidents,21,41,54,46,40,44,42,40,328
Rajasthan,2011,Road Accidents,1358,2152,2576,3216,3693,4125,3913,2212,23245
Rajasthan,2011,Rail-Road Accidents,0,0,1,0,2,0,0,0,3
Rajasthan,2011,Other Railway Accidents,18,33,55,56,41,42,41,27,313
Rajasthan,2012,Road Accidents,1094,1729,2589,3434,3709,4191,3912,2311,22969
Rajasthan,2012,Rail-Road Accidents,0,0,3,1,1,2,0,0,7
Rajasthan,2012,Other Railway Accidents,18,41,51,61,47,47,53,23,341
Sikkim,2001,Road Accidents,0,2,11,8,15,6,10,3,55
Sikkim,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2002,Road Accidents,0,0,169,0,126,0,56,0,351
Sikkim,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2003,Road Accidents,0,0,14,24,14,35,37,7,131
Sikkim,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2004,Road Accidents,0,12,18,24,34,31,33,7,159
Sikkim,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2005,Road Accidents,5,11,35,32,29,42,20,15,189
Sikkim,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2006,Road Accidents,1,5,6,3,8,8,5,3,39
Sikkim,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2007,Road Accidents,6,3,19,25,39,34,16,8,150
Sikkim,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2008,Road Accidents,6,19,26,34,46,30,22,13,196
Sikkim,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2009,Road Accidents,49,56,58,107,87,127,51,29,564
Sikkim,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2010,Road Accidents,6,10,18,38,19,28,28,39,186
Sikkim,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2011,Road Accidents,10,12,17,19,16,17,21,17,129
Sikkim,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2012,Road Accidents,0,18,12,20,8,11,27,27,123
Sikkim,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Road Accidents,4020,4672,7280,7775,7770,7887,7495,5079,51978
Tamil Nadu,2001,Rail-Road Accidents,16,34,104,157,43,56,178,29,617
Tamil Nadu,2001,Other Railway Accidents,0,0,1,1,0,0,1,2,5
Tamil Nadu,2002,Road Accidents,5060,4939,7072,7806,7269,8181,7530,5646,53503
Tamil Nadu,2002,Rail-Road Accidents,17,22,30,23,29,20,45,30,216
Tamil Nadu,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Road Accidents,4174,4805,6660,7648,6944,7809,7246,5739,51025
Tamil Nadu,2003,Rail-Road Accidents,22,17,30,25,33,32,29,36,224
Tamil Nadu,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Road Accidents,3857,4660,6556,8099,7545,8098,7791,5902,52508
Tamil Nadu,2004,Rail-Road Accidents,19,22,29,33,24,40,34,27,228
Tamil Nadu,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Road Accidents,6020,6545,8236,14568,11089,13789,8765,6468,75480
Tamil Nadu,2005,Rail-Road Accidents,1,4,6,5,2,0,0,0,18
Tamil Nadu,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Road Accidents,5180,6046,6784,7200,7241,7997,7896,6801,55145
Tamil Nadu,2006,Rail-Road Accidents,0,25,23,21,0,0,0,5,74
Tamil Nadu,2006,Other Railway Accidents,92,55,219,216,87,267,342,280,1558
Tamil Nadu,2007,Road Accidents,5773,4850,5948,6938,8175,9777,9690,7966,59117
Tamil Nadu,2007,Rail-Road Accidents,0,4,5,6,0,0,0,8,23
Tamil Nadu,2007,Other Railway Accidents,146,86,345,340,137,421,538,441,2454
Tamil Nadu,2008,Road Accidents,5898,4956,6078,7090,8354,9991,9902,8140,60409
Tamil Nadu,2008,Rail-Road Accidents,0,2,5,6,0,0,0,8,21
Tamil Nadu,2008,Other Railway Accidents,93,55,221,218,88,270,345,282,1572
Tamil Nadu,2009,Road Accidents,4201,4520,7118,8662,8749,10262,6918,10364,60794
Tamil Nadu,2009,Rail-Road Accidents,0,1,3,3,6,7,6,0,26
Tamil Nadu,2009,Other Railway Accidents,88,122,314,326,215,199,213,136,1613
Tamil Nadu,2010,Road Accidents,3376,5141,7896,9021,9526,10756,11881,7399,64996
Tamil Nadu,2010,Rail-Road Accidents,1,0,3,4,1,7,2,2,20
Tamil Nadu,2010,Other Railway Accidents,63,91,406,381,253,249,220,151,1814
Tamil Nadu,2011,Road Accidents,3716,4915,7542,9319,9579,11485,11915,7402,65873
Tamil Nadu,2011,Rail-Road Accidents,1,0,3,2,6,1,3,1,17
Tamil Nadu,2011,Other Railway Accidents,76,114,347,474,208,232,221,158,1830
Tamil Nadu,2012,Road Accidents,3199,4560,8241,9490,9806,11905,13020,7536,67757
Tamil Nadu,2012,Rail-Road Accidents,1,2,4,6,4,3,1,0,21
Tamil Nadu,2012,Other Railway Accidents,88,167,436,451,259,247,267,200,2115
Tripura,2001,Road Accidents,4,8,79,198,106,119,22,8,544
Tripura,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2002,Road Accidents,0,0,84,164,82,122,113,59,624
Tripura,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2002,Other Railway Accidents,0,0,1,0,0,0,0,0,1
Tripura,2003,Road Accidents,1,1,99,174,152,163,73,13,676
Tripura,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2004,Road Accidents,0,10,112,159,106,130,88,40,645
Tripura,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2005,Road Accidents,11,3,90,185,142,145,76,10,662
Tripura,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2006,Road Accidents,12,34,191,219,184,90,42,21,793
Tripura,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2007,Road Accidents,7,5,165,199,213,132,59,21,801
Tripura,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2008,Road Accidents,17,26,78,187,166,143,114,36,767
Tripura,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2009,Road Accidents,10,13,101,179,185,215,105,57,865
Tripura,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2009,Other Railway Accidents,0,0,0,5,0,3,0,0,8
Tripura,2010,Road Accidents,8,17,113,205,175,183,130,70,901
Tripura,2010,Rail-Road Accidents,1,1,1,0,2,0,1,0,6
Tripura,2010,Other Railway Accidents,0,0,1,0,0,0,1,0,2
Tripura,2011,Road Accidents,4,13,88,157,194,183,141,54,834
Tripura,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2012,Road Accidents,10,18,88,195,160,205,147,65,888
Tripura,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Road Accidents,2324,3659,2336,2243,1971,2075,2002,1311,17921
Uttar Pradesh,2001,Rail-Road Accidents,24,39,47,37,25,38,23,34,267
Uttar Pradesh,2001,Other Railway Accidents,127,186,224,192,189,144,172,125,1359
Uttar Pradesh,2002,Road Accidents,1444,1716,1440,2197,2015,2098,2072,1475,14457
Uttar Pradesh,2002,Rail-Road Accidents,32,30,44,38,33,41,37,38,293
Uttar Pradesh,2002,Other Railway Accidents,175,217,223,226,150,150,142,191,1474
Uttar Pradesh,2003,Road Accidents,1087,1322,1764,1721,1365,1448,1497,1150,11354
Uttar Pradesh,2003,Rail-Road Accidents,18,37,33,50,36,45,29,33,281
Uttar Pradesh,2003,Other Railway Accidents,253,298,317,309,322,310,310,202,2321
Uttar Pradesh,2004,Road Accidents,1262,1645,1970,2000,1838,1933,2072,1654,14374
Uttar Pradesh,2004,Rail-Road Accidents,69,64,79,60,58,67,78,88,563
Uttar Pradesh,2004,Other Railway Accidents,249,331,356,360,292,289,293,280,2450
Uttar Pradesh,2005,Road Accidents,1226,1598,2145,2233,1956,2052,1951,1528,14689
Uttar Pradesh,2005,Rail-Road Accidents,15,26,25,38,28,20,57,35,244
Uttar Pradesh,2005,Other Railway Accidents,268,365,269,227,169,285,362,307,2252
Uttar Pradesh,2006,Road Accidents,1860,1731,2252,2506,1951,2189,2035,1683,16207
Uttar Pradesh,2006,Rail-Road Accidents,204,77,87,92,69,83,102,100,814
Uttar Pradesh,2006,Other Railway Accidents,244,330,305,261,152,285,292,289,2158
Uttar Pradesh,2007,Road Accidents,1615,1793,2790,2835,2282,2509,2351,1856,18031
Uttar Pradesh,2007,Rail-Road Accidents,20,18,58,46,16,21,34,14,227
Uttar Pradesh,2007,Other Railway Accidents,254,369,359,339,354,298,325,287,2585
Uttar Pradesh,2008,Road Accidents,1791,2236,2572,2723,2467,2672,2592,2011,19064
Uttar Pradesh,2008,Rail-Road Accidents,57,68,166,142,123,104,77,69,806
Uttar Pradesh,2008,Other Railway Accidents,350,504,463,435,413,365,289,208,3027
Uttar Pradesh,2009,Road Accidents,2219,2894,1338,3478,2989,3074,3404,2589,21985
Uttar Pradesh,2009,Rail-Road Accidents,128,146,170,156,168,149,148,197,1262
Uttar Pradesh,2009,Other Railway Accidents,222,428,394,400,311,286,321,311,2673
Uttar Pradesh,2010,Road Accidents,2232,2924,3602,3588,3208,3194,3573,3095,25416
Uttar Pradesh,2010,Rail-Road Accidents,127,142,122,83,74,84,100,103,835
Uttar Pradesh,2010,Other Railway Accidents,332,570,485,380,361,318,373,324,3143
Uttar Pradesh,2011,Road Accidents,2096,3012,3009,3501,3137,3450,3617,2691,24513
Uttar Pradesh,2011,Rail-Road Accidents,47,79,79,76,70,39,48,45,483
Uttar Pradesh,2011,Other Railway Accidents,405,724,583,465,489,424,429,419,3938
Uttar Pradesh,2012,Road Accidents,1994,2708,3424,3600,3128,3619,3620,2385,24478
Uttar Pradesh,2012,Rail-Road Accidents,40,65,81,72,78,58,66,43,503
Uttar Pradesh,2012,Other Railway Accidents,430,653,466,426,363,332,330,353,3353
Uttarakhand,2001,Road Accidents,94,152,138,130,124,118,141,106,1003
Uttarakhand,2001,Rail-Road Accidents,2,2,3,2,0,0,0,0,9
Uttarakhand,2001,Other Railway Accidents,0,0,2,3,1,2,0,0,8
Uttarakhand,2002,Road Accidents,33,65,153,231,222,240,104,69,1117
Uttarakhand,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Uttarakhand,2002,Other Railway Accidents,4,8,13,8,9,3,5,1,51
Uttarakhand,2003,Road Accidents,47,40,143,259,264,194,156,83,1186
Uttarakhand,2003,Rail-Road Accidents,1,2,2,3,1,4,1,0,14
Uttarakhand,2003,Other Railway Accidents,5,9,8,3,1,1,4,2,33
Uttarakhand,2004,Road Accidents,49,38,152,214,247,281,178,93,1252
Uttarakhand,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Uttarakhand,2004,Other Railway Accidents,0,5,3,0,0,0,2,0,10
Uttarakhand,2005,Road Accidents,36,45,146,234,268,252,228,123,1332
Uttarakhand,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Uttarakhand,2005,Other Railway Accidents,0,2,5,6,3,3,4,0,23
Uttarakhand,2006,Road Accidents,39,44,187,245,268,299,238,141,1461
Uttarakhand,2006,Rail-Road Accidents,0,2,2,0,0,0,1,0,5
Uttarakhand,2006,Other Railway Accidents,10,11,12,9,11,9,11,5,78
Uttarakhand,2007,Road Accidents,42,53,226,303,336,241,197,124,1522
Uttarakhand,2007,Rail-Road Accidents,0,0,1,2,2,2,0,0,7
Uttarakhand,2007,Other Railway Accidents,1,3,8,10,6,9,8,3,48
Uttarakhand,2008,Road Accidents,73,86,173,209,237,271,213,147,1409
Uttarakhand,2008,Rail-Road Accidents,0,0,0,0,0,7,1,0,8
Uttarakhand,2008,Other Railway Accidents,6,7,4,1,2,1,1,2,24
Uttarakhand,2009,Road Accidents,47,67,210,254,234,284,186,101,1383
Uttarakhand,2009,Rail-Road Accidents,0,2,7,5,4,4,2,0,24
Uttarakhand,2009,Other Railway Accidents,0,8,6,10,12,18,3,1,58
Uttarakhand,2010,Road Accidents,51,107,179,214,275,308,202,143,1479
Uttarakhand,2010,Rail-Road Accidents,0,2,2,4,2,2,2,0,14
Uttarakhand,2010,Other Railway Accidents,1,2,4,3,2,1,4,3,20
Uttarakhand,2011,Road Accidents,35,43,183,288,280,288,241,137,1495
Uttarakhand,2011,Rail-Road Accidents,0,1,1,2,1,0,0,0,5
Uttarakhand,2011,Other Railway Accidents,10,0,6,5,4,5,14,10,54
Uttarakhand,2012,Road Accidents,36,80,171,283,205,275,308,97,1455
Uttarakhand,2012,Rail-Road Accidents,0,4,2,1,1,2,2,5,17
Uttarakhand,2012,Other Railway Accidents,1,10,9,12,7,7,12,12,70
West Bengal,2001,Road Accidents,832,1161,1372,1862,1759,1677,1808,959,11430
West Bengal,2001,Rail-Road Accidents,0,1,6,0,8,7,3,2,27
West Bengal,2001,Other Railway Accidents,106,202,444,395,350,362,371,267,2497
West Bengal,2002,Road Accidents,776,1240,1461,1907,1782,1497,1549,1025,11237
West Bengal,2002,Rail-Road Accidents,0,0,0,0,0,2,0,1,3
West Bengal,2002,Other Railway Accidents,218,275,375,386,358,325,322,276,2535
West Bengal,2003,Road Accidents,726,1182,1442,1989,1726,1644,1624,1042,11375
West Bengal,2003,Rail-Road Accidents,20,18,24,29,19,32,29,23,194
West Bengal,2003,Other Railway Accidents,243,246,359,337,322,274,239,197,2217
West Bengal,2004,Road Accidents,1117,1388,1582,2061,1774,1848,1258,1124,12152
West Bengal,2004,Rail-Road Accidents,88,143,114,134,147,159,158,124,1067
West Bengal,2004,Other Railway Accidents,35,145,206,146,116,225,209,103,1185
West Bengal,2005,Road Accidents,1067,1284,1626,2005,1709,1846,1629,1015,12181
West Bengal,2005,Rail-Road Accidents,144,141,127,162,153,138,133,130,1128
West Bengal,2005,Other Railway Accidents,145,166,402,314,276,408,266,136,2113
West Bengal,2006,Road Accidents,1143,1470,1772,2033,1897,1929,1825,1016,13085
West Bengal,2006,Rail-Road Accidents,100,85,40,48,52,70,90,88,573
West Bengal,2006,Other Railway Accidents,198,250,194,213,181,245,375,306,1962
West Bengal,2007,Road Accidents,1203,1567,1621,2179,2106,2201,1752,1325,13954
West Bengal,2007,Rail-Road Accidents,178,156,92,115,99,125,162,135,1062
West Bengal,2007,Other Railway Accidents,173,237,191,215,171,199,272,384,1842
West Bengal,2008,Road Accidents,888,1150,1600,1960,1756,1689,1554,950,11547
West Bengal,2008,Rail-Road Accidents,79,79,60,78,69,76,103,62,606
West Bengal,2008,Other Railway Accidents,141,198,307,303,231,229,304,177,1890
West Bengal,2009,Road Accidents,942,1353,1771,2427,2158,2256,1791,1261,13959
West Bengal,2009,Rail-Road Accidents,2,4,2,4,4,3,0,1,20
West Bengal,2009,Other Railway Accidents,130,310,372,504,388,312,361,225,2602
West Bengal,2010,Road Accidents,1241,1397,1721,2508,2272,2296,1831,1459,14725
West Bengal,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
West Bengal,2010,Other Railway Accidents,144,327,442,352,365,358,407,251,2646
West Bengal,2011,Road Accidents,1200,1493,1687,2553,2182,2196,1812,1345,14468
West Bengal,2011,Rail-Road Accidents,32,131,77,63,61,52,60,40,516
West Bengal,2011,Other Railway Accidents,123,323,400,310,283,293,394,238,2364
West Bengal,2012,Road Accidents,1346,1511,1837,2831,2328,2268,1966,1521,15608
West Bengal,2012,Rail-Road Accidents,0,4,0,3,1,2,5,0,15
West Bengal,2012,Other Railway Accidents,146,347,435,365,325,331,417,262,2628
A & N Islands,2001,Road Accidents,2,6,29,40,39,40,18,7,181
A & N Islands,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2002,Road Accidents,2,6,22,41,33,33,23,8,168
A & N Islands,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2003,Road Accidents,2,8,31,35,28,36,25,15,180
A & N Islands,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2004,Road Accidents,2,5,29,42,43,43,37,14,215
A & N Islands,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2005,Road Accidents,0,8,27,28,38,42,50,13,206
A & N Islands,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2006,Road Accidents,1,3,17,33,33,23,38,7,155
A & N Islands,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2007,Road Accidents,2,5,20,30,30,27,31,7,152
A & N Islands,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2008,Road Accidents,3,7,33,24,40,31,40,13,191
A & N Islands,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2009,Road Accidents,2,6,35,41,64,54,50,19,271
A & N Islands,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2010,Road Accidents,2,10,36,45,64,57,53,18,285
A & N Islands,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2011,Road Accidents,4,3,36,27,46,50,51,18,235
A & N Islands,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2012,Road Accidents,4,6,26,29,54,45,58,14,236
A & N Islands,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Road Accidents,15,10,41,81,81,90,94,81,493
Chandigarh,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2002,Road Accidents,40,49,54,63,68,74,89,57,494
Chandigarh,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2003,Road Accidents,17,10,35,54,63,85,111,68,443
Chandigarh,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2004,Road Accidents,20,4,27,65,80,72,72,71,411
Chandigarh,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Road Accidents,23,15,30,70,88,95,117,90,528
Chandigarh,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2006,Road Accidents,28,8,35,58,93,83,114,102,521
Chandigarh,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2007,Road Accidents,29,9,39,77,80,75,122,105,536
Chandigarh,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Road Accidents,27,15,35,50,76,68,108,98,477
Chandigarh,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Road Accidents,29,15,43,54,56,53,91,83,424
Chandigarh,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Road Accidents,17,19,45,62,57,78,94,84,456
